"","datetime","city","country","shape"
"14046",NA,"glasgow (uk/scotland)","gb","changing"
"16770",0011-05-20,"glastonbury","us","changing"
"83189",NA,"glenarm","us","changing"
"83190",NA,"glenarm","us","changing"
"78839",NA,"glendale","us","changing"
"56368",NA,"glendale (denver)","us","changing"
"30961",0002-02-20,"glenwood landing","us","changing"
"75298",NA,"globe","us","changing"
"904",0010-01-20,"glorieta","us","changing"
"22758",NA,"gloucester","us","changing"
"1460",NA,"gonzales","us","changing"
"53144",0006-01-19,"gonzales","us","changing"
"1620",NA,"goodlettsville","us","changing"
"17046",0011-06-20,"goodyear","us","changing"
"83470",NA,"goodyear","us","changing"
"29417",NA,"grafton",NA,"changing"
"45291",0004-07-20,"grand forks","us","changing"
"87633",0009-03-20,"grand forks","us","changing"
"23336",NA,"grand isle","us","changing"
"40074",0004-01-19,"grand junction","us","changing"
"38585",0003-04-20,"grand ledge","us","changing"
"68922",0007-04-20,"granger/mishawaka",NA,"changing"
"50160",NA,"granite bay","us","changing"
"67231",NA,"granite falls","us","changing"
"74423",NA,"granite falls","us","changing"
"81475",0009-01-19,"grants pass","us","changing"
"32356",NA,"grapevine","us","changing"
"54494",NA,"grayridge (outside of; 1/2 mile s.)","us","changing"
"47324",NA,"grays (essex) (uk/england)","gb","changing"
"48083",NA,"grayson","us","changing"
"82711",NA,"great bend","us","changing"
"7396",0010-06-20,"greenbelt","us","changing"
"14510",NA,"greensburg","us","changing"
"3500",NA,"greenville","us","changing"
"18839",0012-10-20,"greenville","us","changing"
"51807",0006-10-20,"greenville","us","changing"
"15963",NA,"greenwood","us","changing"
"21724",0012-02-20,"greenwood","us","changing"
"17164",0011-06-20,"greer","us","changing"
"52488",0006-01-19,"gresham","us","changing"
"82446",NA,"gresham","us","changing"
"40561",NA,"gresham/ wood village",NA,"changing"
"8365",0001-10-20,"grimsby (uk/england)","gb","changing"
"1412",NA,"guasave sinaloa",NA,"changing"
"48356",NA,"gulf breeze","us","changing"
"60116",0006-06-20,"gulf shores","us","changing"
"17572",0011-07-20,"gulfport (near)","us","changing"
"16952",0011-06-20,"gulfporty",NA,"changing"
"78764",NA,"gurnee","us","changing"
"6186",NA,"hackensack","us","changing"
"17484",NA,"half moon bay","us","changing"
"17712",0011-08-20,"halifax (canada)","ca","changing"
"43594",NA,"hallsville","us","changing"
"10106",NA,"haltom city","us","changing"
"64849",NA,"hamilton (canada)","ca","changing"
"77277",NA,"hammond","us","changing"
"66562",NA,"hampshire (uk/england)","gb","changing"
"36573",0003-02-20,"hanau (germany)","de","changing"
"81693",0009-01-20,"hanover park","us","changing"
"48653",0005-02-20,"harare (zimbabwe)",NA,"changing"
"4423",NA,"harpursville","us","changing"
"39101",0003-07-20,"harrisburg","us","changing"
"88193",0009-06-20,"harrisburg","us","changing"
"48435",NA,"harrison","us","changing"
"59511",0006-03-20,"harrow (canada)","ca","changing"
"2465",NA,"hartland","us","changing"
"85727",NA,"hartland","us","changing"
"54829",NA,"hastings","us","changing"
"73410",NA,"hastings",NA,"changing"
"84134",NA,"hatfield&#44 hertfordshire (uk/england)",NA,"changing"
"21097",NA,"haulover",NA,"changing"
"20251",NA,"hawesville","us","changing"
"64167",NA,"hawi","us","changing"
"8803",0011-11-20,"hawks","us","changing"
"2546",NA,"haworth","us","changing"
"6694",0010-03-20,"hayward","us","changing"
"48856",NA,"hayward","us","changing"
"39879",0004-11-20,"hazel","us","changing"
"77515",NA,"heidelberg (germany)","de","changing"
"55264",NA,"hemet","us","changing"
"1474",NA,"henderson","us","changing"
"76238",0008-02-20,"henderson","us","changing"
"79016",0008-03-20,"henderson","us","changing"
"88062",0009-05-20,"hendersonville","us","changing"
"34728",NA,"henrico","us","changing"
"44754",0004-04-20,"heredia (costa rica)",NA,"changing"
"10545",NA,"hermosa beach","us","changing"
"17132",0011-06-20,"hermosa beach","us","changing"
"1362",NA,"heron state park (between dulce and taos)",NA,"changing"
"45829",0005-10-20,"hertfordshire (uk/england)","gb","changing"
"6530",NA,"hialeah","us","changing"
"56149",NA,"hiawasee",NA,"changing"
"28481",0002-10-20,"hickory","us","changing"
"60503",0006-08-20,"hickory","us","changing"
"20865",NA,"highland park","us","changing"
"36715",NA,"highway i-70",NA,"changing"
"5201",NA,"hillsboro","us","changing"
"30847",NA,"hillsboro","us","changing"
"62106",0007-12-20,"hillsboro","us","changing"
"87204",NA,"hillsboro","us","changing"
"842",0010-01-20,"hillside","us","changing"
"39866",0004-11-20,"hilo","us","changing"
"70825",0007-08-19,"hilongos (leyte) (philippines)",NA,"changing"
"2338",NA,"hiwassee","us","changing"
"44951",0004-05-20,"hobbs","us","changing"
"44952",0004-05-20,"hobbs","us","changing"
"58053",NA,"hoboken","us","changing"
"64071",NA,"holland county","us","changing"
"78",0010-10-19,"hollywood","us","changing"
"39476",0003-09-20,"hollywood","us","changing"
"63191",NA,"holmdel","us","changing"
"43886",NA,"holopaw","us","changing"
"15879",NA,"holts summit","us","changing"
"48438",NA,"holualoa","us","changing"
"48044",NA,"holyoke","us","changing"
"50961",0005-05-20,"honolulu","us","changing"
"35247",NA,"hope mills","us","changing"
"36241",NA,"hopkins","us","changing"
"70716",0007-07-20,"horseheads","us","changing"
"9877",NA,"hortense","us","changing"
"60349",0006-07-20,"hot springs","us","changing"
"73090",NA,"hot springs","us","changing"
"17517",NA,"houston","us","changing"
"22105",NA,"houston","us","changing"
"30805",NA,"houston","us","changing"
"35092",NA,"houston","us","changing"
"38755",0003-05-20,"houston","us","changing"
"58288",NA,"houston","us","changing"
"86134",NA,"houston","us","changing"
"22310",NA,"hudson/stillwater",NA,"changing"
"30154",NA,"hughson","us","changing"
"24676",NA,"hull (the quadrant estate) (uk/england)","gb","changing"
"79969",0008-07-20,"humble","us","changing"
"69346",0007-04-20,"hummlestown",NA,"changing"
"53092",0006-01-19,"hunstville",NA,"changing"
"15306",NA,"huntington","us","changing"
"3294",NA,"huntington beach","us","changing"
"4059",0010-02-20,"huntington beach","us","changing"
"20435",NA,"huntington beach","us","changing"
"26937",NA,"huntington beach","us","changing"
"34175",0003-01-20,"huntington park","us","changing"
"40399",0004-12-20,"huntington park","us","changing"
"24256",NA,"huntsville","us","changing"
"14910",NA,"hyden","us","changing"
"47071",NA,"hydes","us","changing"
"15460",NA,"idaho (i-90 interstate)",NA,"changing"
"85583",NA,"idaho city","us","changing"
"60439",0006-08-19,"idaho falls","us","changing"
"62414",NA,"imperial beach","us","changing"
"29874",NA,"in-flight/europe",NA,"changing"
"78259",NA,"in flight (unknown location)",NA,"changing"
"60561",0006-08-20,"independence","us","changing"
"84625",NA,"indian rocks beach","us","changing"
"40016",0004-11-20,"indianapolis","us","changing"
"48701",NA,"indianapolis","us","changing"
"77036",NA,"indianapolis","us","changing"
"83532",NA,"indianapolis","us","changing"
"75095",NA,"ingleside","us","changing"
"13954",NA,"interstate 84 eastbound; exit 147",NA,"changing"
"7805",0010-08-20,"intervalle",NA,"changing"
"42402",NA,"iowa",NA,"changing"
"49992",NA,"iowa city","us","changing"
"80151",0008-07-20,"iowa city","us","changing"
"6128",NA,"irvine","us","changing"
"38318",NA,"irvine","us","changing"
"54697",NA,"irvine","us","changing"
"82498",NA,"irving","us","changing"
"34085",0003-01-20,"isabela (puerto rico) ?",NA,"changing"
"36428",NA,"isabella",NA,"changing"
"33689",0003-10-20,"isanti","us","changing"
"17806",0011-08-20,"islamabad (pakistan)",NA,"changing"
"58313",NA,"isle la motte","us","changing"
"45016",0004-06-20,"isle of palms","us","changing"
"63860",NA,"issaquah","us","changing"
"36531",0003-02-20,"istanbul (turkey)",NA,"changing"
"37447",NA,"italy/waxachacie (somewhere in between)",NA,"changing"
"76083",NA,"jackfish lake (canada)",NA,"changing"
"32366",NA,"jackson","us","changing"
"38028",NA,"jacksonville","us","changing"
"77441",NA,"jacksonville","us","changing"
"79432",0008-05-19,"jacksonville","us","changing"
"4355",NA,"jacksonville beach","us","changing"
"4645",NA,"jacksonville beach","us","changing"
"73662",NA,"jacksonville beach","us","changing"
"12092",0001-01-19,"jamestown","us","changing"
"66587",NA,"jamestown","us","changing"
"40767",NA,"jasper","us","changing"
"72915",NA,"jeannette","us","changing"
"40166",0004-01-20,"jefferson  (holden)","us","changing"
"68023",NA,"jensen beach","us","changing"
"72866",0008-12-20,"jericho","us","changing"
"7134",0010-05-20,"jerome","us","changing"
"47389",NA,"jersey city","us","changing"
"37613",NA,"jessup","us","changing"
"41509",NA,"johnsonville","us","changing"
"83327",NA,"johnston","us","changing"
"18026",0011-08-20,"jonah","us","changing"
"23849",NA,"jonesboro (near)","us","changing"
"51038",0005-06-20,"joplin","us","changing"
"18714",NA,"jupiter","us","changing"
"44129",NA,"jupiter","us","changing"
"19402",0012-01-20,"kailua","us","changing"
"29438",NA,"kalamazoo","us","changing"
"47948",NA,"kalamazoo","us","changing"
"45176",0004-07-19,"kamuela (waimea)",NA,"changing"
"39100",0003-07-20,"kandy (sri lanka)",NA,"changing"
"6958",0010-04-20,"kansas city","us","changing"
"36915",NA,"kansas city","us","changing"
"46366",0005-01-20,"kansas city","us","changing"
"54525",NA,"kansas city","us","changing"
"59623",0006-04-20,"kansas city","us","changing"
"74308",NA,"kansas ciy",NA,"changing"
"78148",NA,"katy","us","changing"
"87415",NA,"keeseville","us","changing"
"28182",0001-08-20,"keizer","us","changing"
"55955",NA,"kells (ireland)",NA,"changing"
"12176",0001-01-20,"kellyville","us","changing"
"38916",0003-06-20,"kelowna (canada)","ca","changing"
"75794",NA,"kelowna (canada)","ca","changing"
"77768",NA,"kelso","us","changing"
"89017",0009-09-20,"kenmore","us","changing"
"7806",0010-08-20,"kennedyville","us","changing"
"78683",NA,"kennett square","us","changing"
"7908",0010-08-20,"kennewick","us","changing"
"86609",NA,"kennewick","us","changing"
"42274",NA,"kennewick/richland",NA,"changing"
"38692",0003-05-20,"kenosha","us","changing"
"25361",NA,"kent","us","changing"
"86968",NA,"kent (uk/england)","gb","changing"
"26739",NA,"kent county (canada)",NA,"changing"
"28026",0001-08-20,"kent/warren (between; on rte 341)",NA,"changing"
"86962",NA,"kenya",NA,"changing"
"11073",NA,"kerhonkson","us","changing"
"65308",NA,"kernersville","us","changing"
"30570",NA,"kerrville","us","changing"
"6674",0010-03-19,"key west","us","changing"
"23867",NA,"keys/ceres (between&#44 right over hyw 99)",NA,"changing"
"59851",0006-05-20,"keysville","us","changing"
"1945",NA,"killeen","us","changing"
"84554",NA,"kiluea",NA,"changing"
"41392",NA,"kinderhook","us","changing"
"61939",0007-01-20,"kinderhook","us","changing"
"75847",NA,"kingman","us","changing"
"79320",0008-04-20,"kingman","us","changing"
"3014",NA,"kingsport","us","changing"
"17002",0011-06-20,"kingston (canada)","ca","changing"
"29669",NA,"kingston (canada)","ca","changing"
"66279",NA,"kingwood",NA,"changing"
"81077",0009-11-19,"kirkersville","us","changing"
"47573",NA,"kirkland","us","changing"
"49836",NA,"kitsap county",NA,"changing"
"43749",NA,"knin (croatia)",NA,"changing"
"20249",NA,"knoxville","us","changing"
"12852",NA,"koh samui (thailand)",NA,"changing"
"15861",0011-03-20,"kuala lumpur (malaysia)",NA,"changing"
"39603",0003-09-20,"kuala lumpur (malaysia)",NA,"changing"
"38638",0003-04-20,"kuching (malaysia)",NA,"changing"
"71111",0007-09-20,"kuwait",NA,"changing"
"83071",NA,"la grande (morgan lake)","us","changing"
"64364",NA,"la grande (union county airport)","us","changing"
"18313",NA,"la mesa","us","changing"
"6955",0010-04-20,"la moille","us","changing"
"62337",NA,"la veta","us","changing"
"36243",NA,"laconia","us","changing"
"36244",NA,"laconia","us","changing"
"85227",NA,"lacygne",NA,"changing"
"754",0010-01-20,"lafayette","us","changing"
"17753",0011-08-20,"lafayette","us","changing"
"11568",NA,"laguna niguel","us","changing"
"55305",NA,"lahaina","us","changing"
"4909",NA,"lake charles","us","changing"
"48078",NA,"lake elsinore","us","changing"
"60161",0006-06-20,"lake elsinore","us","changing"
"11382",NA,"lake havasu city","us","changing"
"13761",NA,"lake havasu city","us","changing"
"15783",0011-03-20,"lake odessa","us","changing"
"42631",0004-02-20,"lake oswego","us","changing"
"68016",NA,"lake oswego","us","changing"
"6990",0010-04-20,"lake ridge","us","changing"
"23715",NA,"lake station","us","changing"
"14237",NA,"lake stevens","us","changing"
"1841",NA,"lake wales","us","changing"
"1842",NA,"lake wales","us","changing"
"36061",NA,"lake worth","us","changing"
"11315",NA,"lakeland","us","changing"
"59192",NA,"lakeland","us","changing"
"10656",NA,"lakewood","us","changing"
"65844",NA,"lakewood","us","changing"
"18570",NA,"lambertville","us","changing"
"27862",0001-07-20,"lambertville","us","changing"
"9781",0011-12-20,"lancaster","us","changing"
"80987",0009-10-20,"lantana","us","changing"
"20453",NA,"laramie","us","changing"
"44636",0004-04-20,"laramie","us","changing"
"76577",NA,"laramie (east of)","us","changing"
"5521",NA,"las cruces","us","changing"
"52019",0006-11-20,"las cruces","us","changing"
"57930",NA,"las cruces","us","changing"
"70485",0007-07-19,"las cruces","us","changing"
"1231",0010-12-20,"las vegas","us","changing"
"1527",NA,"las vegas","us","changing"
"7221",0010-05-20,"las vegas","us","changing"
"9208",0011-01-20,"las vegas","us","changing"
"18561",NA,"las vegas","us","changing"
"40736",NA,"las vegas","us","changing"
"41719",NA,"las vegas","us","changing"
"43529",NA,"las vegas","us","changing"
"44356",NA,"las vegas","us","changing"
"46401",0005-01-20,"las vegas","us","changing"
"49294",NA,"las vegas","us","changing"
"53746",NA,"las vegas","us","changing"
"63197",NA,"las vegas","us","changing"
"73169",NA,"las vegas","us","changing"
"37703",NA,"laurel","us","changing"
"5918",NA,"laurel hill","us","changing"
"85711",NA,"laurence harbor","us","changing"
"49435",NA,"lava hot springs","us","changing"
"55669",NA,"lavale",NA,"changing"
"31159",NA,"laverne",NA,"changing"
"3933",NA,"lawrenceville","us","changing"
"19262",0012-01-20,"lawton","us","changing"
"85352",NA,"lawton","us","changing"
"5742",NA,"lee&#39s summit",NA,"changing"
"69527",0007-04-20,"lee&#39s summit",NA,"changing"
"79103",0008-03-20,"lee&#39s summit",NA,"changing"
"35176",NA,"lehi","us","changing"
"25660",0012-06-20,"leland","us","changing"
"22578",NA,"lenore","us","changing"
"24798",NA,"leupp","us","changing"
"48443",NA,"lewisville","us","changing"
"4812",NA,"lexington","us","changing"
"71004",0007-08-20,"libby","us","changing"
"31655",NA,"liberal","us","changing"
"83369",NA,"liberty","us","changing"
"78159",NA,"liberty hill","us","changing"
"16854",NA,"lilburn","us","changing"
"9925",NA,"lincoln","us","changing"
"31891",NA,"lincoln","us","changing"
"37383",NA,"lincoln","us","changing"
"48436",NA,"lincoln","us","changing"
"51957",0006-11-19,"lincoln city","us","changing"
"81515",0009-01-19,"lincolnton","us","changing"
"81953",0009-12-20,"linden","us","changing"
"77691",NA,"lindenhurst","us","changing"
"49514",NA,"lisbon","us","changing"
"84463",NA,"lithia springs","us","changing"
"81790",0009-01-20,"lititz","us","changing"
"85462",NA,"lititz","us","changing"
"15711",NA,"little neck bay",NA,"changing"
"4819",NA,"little river","us","changing"
"1751",NA,"little rock","us","changing"
"59431",0006-03-20,"littleton","us","changing"
"39190",0003-07-20,"liverpool","us","changing"
"33098",0002-07-20,"liverpool (uk/england)","gb","changing"
"53775",NA,"livonia","us","changing"
"43079",NA,"lodi","us","changing"
"65972",NA,"logansport","us","changing"
