"","datetime","city","country","shape"
"57269",NA,"aurora","us","changed"
"80098",0008-07-20,"29 palms",NA,"changing"
"37827",NA,"aberdeen","us","changing"
"3867",NA,"abilene","us","changing"
"29470",NA,"abilene","us","changing"
"86034",NA,"abilene","us","changing"
"14978",NA,"abu dhabi (uae)",NA,"changing"
"48264",NA,"accrington&#44 lancashire (uk/england)",NA,"changing"
"10316",NA,"aiken","us","changing"
"15526",0011-03-20,"akron","us","changing"
"88979",0009-09-20,"akron","us","changing"
"15203",NA,"alameda","us","changing"
"63316",NA,"alamogordo","us","changing"
"64489",NA,"albany","us","changing"
"65585",0007-02-20,"albertville","us","changing"
"12261",0001-01-20,"albuquerque","us","changing"
"15065",NA,"albuquerque","us","changing"
"22647",NA,"albuquerque","us","changing"
"66255",NA,"albuquerque","us","changing"
"51808",0006-10-20,"alexanria",NA,"changing"
"36884",NA,"allegany","us","changing"
"50059",NA,"allen","us","changing"
"12929",NA,"alligator alley",NA,"changing"
"21699",NA,"altus afb",NA,"changing"
"34139",0003-01-20,"amarillo","us","changing"
"6811",0010-03-20,"amelia","us","changing"
"17994",NA,"american canyon","us","changing"
"21005",NA,"ames","us","changing"
"12294",0001-01-20,"amityville","us","changing"
"86759",NA,"anacortes","us","changing"
"34118",0003-01-20,"anaheim","us","changing"
"4486",NA,"anchorage","us","changing"
"23878",NA,"anchorage","us","changing"
"76053",NA,"andover","us","changing"
"579",0010-01-19,"ankara (turkey)",NA,"changing"
"21224",0001-02-20,"ann arbor","us","changing"
"60338",0006-07-20,"annapolis","us","changing"
"2456",NA,"anson","us","changing"
"15829",0011-03-20,"anthony","us","changing"
"20061",NA,"antler lake (canada)",NA,"changing"
"36846",NA,"apache junction","us","changing"
"25878",NA,"apalachicola","us","changing"
"68983",0007-04-20,"apalachicola","us","changing"
"82124",0009-12-20,"aptos","us","changing"
"46837",NA,"area 51 (general area; in flight)",NA,"changing"
"17186",0011-06-20,"arizona city","us","changing"
"38302",NA,"arizona city","us","changing"
"32929",0002-06-20,"arkport","us","changing"
"19849",NA,"arlington","us","changing"
"66669",NA,"arlington","us","changing"
"79845",0008-06-20,"arouca (trinidad/tobago)",NA,"changing"
"13250",0011-02-20,"arroyo grande","us","changing"
"15119",NA,"asbury","us","changing"
"79314",0008-04-20,"asheville","us","changing"
"88337",0009-06-20,"asheville","us","changing"
"39893",0004-11-20,"ashland","us","changing"
"46296",0005-01-20,"ashland","us","changing"
"50241",NA,"ashland","us","changing"
"60070",0006-06-20,"ashland","us","changing"
"33329",0002-08-20,"ashnurn",NA,"changing"
"78474",NA,"ashtabula","us","changing"
"86797",NA,"atikokan (canada)","ca","changing"
"12227",0001-01-20,"atlanta","us","changing"
"14316",NA,"atlanta","us","changing"
"27233",0001-04-20,"atlanta","us","changing"
"58353",NA,"atlanta","us","changing"
"65810",NA,"atlantic beach","us","changing"
"77801",NA,"atwater","us","changing"
"75597",NA,"atwater village",NA,"changing"
"14589",NA,"auburn","us","changing"
"30002",NA,"auburn","us","changing"
"40814",NA,"auburn","us","changing"
"40822",NA,"auburn","us","changing"
"87605",0009-03-20,"aulander","us","changing"
"40048",0004-01-19,"aurora","us","changing"
"282",0010-10-20,"austin","us","changing"
"8028",0010-09-20,"austin","us","changing"
"21047",NA,"austin","us","changing"
"29352",NA,"austin","us","changing"
"35740",NA,"austin","us","changing"
"49079",NA,"austin","us","changing"
"77910",NA,"austin","us","changing"
"88803",0009-08-20,"austin","us","changing"
"41254",NA,"austin/florence",NA,"changing"
"9965",NA,"australia",NA,"changing"
"59873",0006-05-20,"australia",NA,"changing"
"57806",NA,"avalon","us","changing"
"4770",NA,"avila beach","us","changing"
"66761",NA,"avinger (lake o&#39 the pinext)","us","changing"
"42327",NA,"avon","us","changing"
"62942",NA,"avon-by-the-sea","us","changing"
"83972",NA,"avon lake","us","changing"
"80308",0008-08-20,"aztalan state park",NA,"changing"
"52590",0006-01-19,"baadon",NA,"changing"
"5503",NA,"bagheria (italy)",NA,"changing"
"78875",0008-03-19,"bagsv&aelig;rd (denmark)",NA,"changing"
"44571",0004-03-20,"bahamas",NA,"changing"
"37570",NA,"baie d&#39urfe (canada)",NA,"changing"
"13985",NA,"bainbridge island",NA,"changing"
"2519",NA,"baker/stateline (between)",NA,"changing"
"33893",0003-11-20,"bakersfield","us","changing"
"76953",NA,"bakersfield","us","changing"
"84648",NA,"bakersfield","us","changing"
"64055",NA,"baldwin park","us","changing"
"11290",NA,"ballinger","us","changing"
"7680",0010-07-20,"baltimore","us","changing"
"39390",0003-08-20,"baltimore","us","changing"
"48218",NA,"baltimore","us","changing"
"73157",NA,"bandon","us","changing"
"5221",NA,"bangkok (thailand)",NA,"changing"
"19910",NA,"bangkok (thailand)",NA,"changing"
"5565",NA,"bangor","us","changing"
"13866",NA,"barbourville","us","changing"
"75499",NA,"barstow","us","changing"
"68251",0007-03-20,"bartlesville","us","changing"
"73875",NA,"bath","us","changing"
"31282",NA,"bay city","us","changing"
"50106",NA,"bayonne","us","changing"
"56693",0006-02-20,"beacon rock state park (skamania)",NA,"changing"
"74398",NA,"beaumont","us","changing"
"13349",0011-02-20,"beaver","us","changing"
"54794",NA,"beaver lake",NA,"changing"
"22993",NA,"beavercreek","us","changing"
"66246",NA,"beavercreek",NA,"changing"
"500",0010-11-20,"beaverdam (canada)","ca","changing"
"16609",NA,"beaverton","us","changing"
"62136",0007-12-20,"beaverton","us","changing"
"78472",NA,"bel air","us","changing"
"31682",NA,"belcamp","us","changing"
"37520",NA,"bella vista","us","changing"
"62377",NA,"belle harbor","us","changing"
"46827",NA,"belleville","us","changing"
"78731",NA,"belleville (canada)","ca","changing"
"8305",0001-10-20,"bellevue","us","changing"
"31562",NA,"bellevue","us","changing"
"43159",NA,"bellevue","us","changing"
"71124",0007-09-20,"bellevue","us","changing"
"72330",0008-01-20,"bellevue","us","changing"
"48064",NA,"bellingham","us","changing"
"67420",NA,"bellingham","us","changing"
"60594",0006-08-20,"beloit","us","changing"
"33259",0002-08-20,"beloit/milwaukee (between)",NA,"changing"
"37826",NA,"belton","us","changing"
"62989",NA,"bena","us","changing"
"21636",NA,"bend","us","changing"
"5948",NA,"bend/burns (between)",NA,"changing"
"30568",NA,"benicia","us","changing"
"1546",NA,"benidorm (spain)",NA,"changing"
"36932",NA,"berkeley","us","changing"
"87461",0009-03-20,"berlin","us","changing"
"39545",0003-09-20,"bethlehem","us","changing"
"1740",NA,"beverly hills","us","changing"
"11038",NA,"beverly hills","us","changing"
"32452",0002-03-20,"bideford (uk/england)","gb","changing"
"57516",NA,"big bear lake area",NA,"changing"
"11145",NA,"billerica","us","changing"
"32598",0002-04-20,"billings","us","changing"
"55073",NA,"billings","us","changing"
"80535",0008-09-19,"birkshire county",NA,"changing"
"42782",NA,"birmingham","us","changing"
"26161",0012-08-20,"birmingham (uk/england)","gb","changing"
"76835",NA,"biscoe","us","changing"
"50186",NA,"bishopville","us","changing"
"80926",0009-10-20,"bismarck","us","changing"
"13976",NA,"black rock","us","changing"
"32353",NA,"blackpool (uk/england)","gb","changing"
"31738",NA,"bladensburg","us","changing"
"75827",NA,"blaine","us","changing"
"31027",0002-02-20,"bloomington","us","changing"
"3013",NA,"blountville","us","changing"
"14403",NA,"blue springs","us","changing"
"35133",NA,"blue springs","us","changing"
"43685",NA,"blythe",NA,"changing"
"43951",NA,"blytheville","us","changing"
"75155",NA,"bognor (uk/england)","gb","changing"
"17123",NA,"boise","us","changing"
"21904",NA,"boise","us","changing"
"64302",NA,"boise","us","changing"
"44965",0004-05-20,"bolingbrook","us","changing"
"8409",0001-10-20,"bon air","us","changing"
"59706",0006-04-20,"bonita springs","us","changing"
"29875",NA,"boron","us","changing"
"60082",0006-06-20,"bossier city","us","changing"
"8613",0011-10-20,"boston","us","changing"
"79037",0008-03-20,"boston","us","changing"
"11512",NA,"boulder","us","changing"
"71478",0008-10-20,"boulder","us","changing"
"82402",NA,"boulder","us","changing"
"44496",0004-03-20,"bowie","us","changing"
"48263",NA,"bowland&#44 lancashire (uk/england)",NA,"changing"
"33090",0002-07-20,"bowling green","us","changing"
"22542",NA,"bradenton","us","changing"
"22543",NA,"bradenton","us","changing"
"53347",0006-01-20,"bradenton","us","changing"
"50923",0005-05-20,"brampton (canada)","ca","changing"
"79736",0008-06-20,"brampton (canada)","ca","changing"
"81608",0009-01-20,"branch",NA,"changing"
"19430",0012-01-20,"brawley","us","changing"
"86216",NA,"breckenridge","us","changing"
"17929",NA,"bremerton","us","changing"
"88574",0009-08-19,"brewerton","us","changing"
"88828",0009-09-19,"brick",NA,"changing"
"61204",0007-11-20,"bridgewater","us","changing"
"88998",0009-09-20,"brighton","us","changing"
"40977",NA,"brisbane (qld&#44 australia)","au","changing"
"47234",NA,"brisbane (qld&#44 australia)","au","changing"
"6486",NA,"bristol","us","changing"
"39669",0004-10-20,"bristol","us","changing"
"73042",NA,"bristol","us","changing"
"28286",0001-09-20,"broadstairs (uk/england",NA,"changing"
"16211",NA,"broadway","us","changing"
"6177",NA,"broken arrow","us","changing"
"13719",NA,"broken arrow","us","changing"
"59261",NA,"brookings","us","changing"
"23063",NA,"brooksville","us","changing"
"69681",0007-04-20,"broomfield","us","changing"
"87520",0009-03-20,"browns summit","us","changing"
"83633",NA,"brownsdale","us","changing"
"42562",NA,"buchanan","us","changing"
"41208",NA,"buckhead","us","changing"
"41209",NA,"buckhead","us","changing"
"9727",0011-12-20,"buda","us","changing"
"8567",0011-10-20,"buena park","us","changing"
"17951",NA,"buena park","us","changing"
"80779",0009-10-19,"buena vista","us","changing"
"44938",0004-05-20,"buenos aires (argentina)",NA,"changing"
"7239",0010-05-20,"buffalo","us","changing"
"64907",NA,"buffalo","us","changing"
"88760",0009-08-20,"buffalo grove","us","changing"
"58235",NA,"bullhead",NA,"changing"
"45441",0004-08-20,"bunnell","us","changing"
"8506",0011-10-20,"burbank","us","changing"
"10594",NA,"burbank","us","changing"
"13228",0001-12-20,"burbank","us","changing"
"62221",0007-12-20,"burbank","us","changing"
"83472",NA,"burbank","us","changing"
"8597",0011-10-20,"burbank (outside of; near pasco)","us","changing"
"16378",0011-05-19,"burlingame/san mateo (between)",NA,"changing"
"5372",NA,"burlington","us","changing"
"14249",NA,"burlington","us","changing"
"77903",NA,"burlington","us","changing"
"50816",0005-05-20,"burlington (canada)","ca","changing"
"62696",NA,"burlington (canada)","ca","changing"
"35992",NA,"burna","us","changing"
"3643",NA,"burnsville","us","changing"
"11931",NA,"butte","us","changing"
"20582",NA,"cadiz","us","changing"
"20583",NA,"cadiz","us","changing"
"25377",NA,"calgary (canada)","ca","changing"
"39913",0004-11-20,"calgary (canada)","ca","changing"
"22254",NA,"calistoga","us","changing"
"78960",0008-03-20,"camarillo","us","changing"
"78961",0008-03-20,"camarillo","us","changing"
"7058",0010-04-20,"cambridge (canada)","ca","changing"
"41539",NA,"cambridge (canada)","ca","changing"
"74307",NA,"camden","us","changing"
"85306",NA,"camp verde","us","changing"
"72232",0008-01-20,"campo","us","changing"
"65506",0007-02-20,"canada",NA,"changing"
"51073",0005-06-20,"canadensis","us","changing"
"51982",0006-11-20,"canberra (australia)","au","changing"
"32192",NA,"cancun (mexico)",NA,"changing"
"31760",NA,"canoga park","us","changing"
"12132",0001-01-20,"canouan (caranage bay resort) (grenadine islands)",NA,"changing"
"35945",NA,"canterbury","us","changing"
"14752",NA,"canton","us","changing"
"69976",0007-05-20,"canton","us","changing"
"84593",NA,"canton","us","changing"
"54898",NA,"canyon lake (near)",NA,"changing"
"56976",NA,"cape charles","us","changing"
"28138",0001-08-20,"cape coral","us","changing"
"78000",NA,"cape may","us","changing"
"60237",0006-07-19,"caracas&#44 d.f. (venezuela)",NA,"changing"
"83277",NA,"carbonado","us","changing"
"6675",0010-03-19,"carbondale","us","changing"
"13862",NA,"carbondale","us","changing"
"32085",NA,"cardiff",NA,"changing"
"61296",0007-11-20,"cardiff (uk/wales)","gb","changing"
"55706",NA,"carr (west of)","us","changing"
"62143",0007-12-20,"carrol stream",NA,"changing"
"11763",NA,"carrollton","us","changing"
"35649",NA,"carrollton","us","changing"
"67991",NA,"carver","us","changing"
"8378",0001-10-20,"cary","us","changing"
"68781",0007-04-20,"casselberry","us","changing"
"87472",0009-03-20,"cathedral city","us","changing"
"70933",0007-08-20,"cave city","us","changing"
"17049",0011-06-20,"cedar","us","changing"
"45310",0004-07-20,"cedar park","us","changing"
"70004",0007-05-20,"cedar park","us","changing"
"88645",0009-08-20,"cedar rapids","us","changing"
"41187",NA,"cedarville (4 to 5 miles east of&#44 on u. s. 42)","us","changing"
"7427",0010-06-20,"centerville","us","changing"
"9459",0001-11-20,"centre hall","us","changing"
"86443",NA,"centreville","us","changing"
"61332",0007-11-20,"ceres","us","changing"
"909",0010-01-20,"cerrillos",NA,"changing"
"4973",NA,"champaign","us","changing"
"75850",NA,"champaign","us","changing"
"15208",NA,"chandler","us","changing"
"44018",NA,"chandler","us","changing"
"81578",0009-01-20,"channing/littlefield (385 between)",NA,"changing"
"19192",0012-01-19,"chanute &amp; humbolt (between)",NA,"changing"
"53260",0006-01-20,"charleston","us","changing"
"60311",0006-07-20,"charleston","us","changing"
"19686",0012-12-20,"charlotte","us","changing"
"19780",0012-12-20,"charlotte","us","changing"
"21924",0012-02-20,"charlotte","us","changing"
"51033",0005-06-20,"charlotte","us","changing"
"63392",NA,"charlotte","us","changing"
"70504",0007-07-19,"charlotte","us","changing"
"3567",NA,"chateauguay (canada)","ca","changing"
"86067",NA,"chateauguay (canada)","ca","changing"
"56212",NA,"chatsworth","us","changing"
"14926",NA,"chattanooga","us","changing"
"75491",NA,"chechauoene (morocco)",NA,"changing"
"51177",0005-07-19,"cherry grove (fire island)","us","changing"
"60603",0006-08-20,"cherry hill","us","changing"
"65042",NA,"chesapeake","us","changing"
"25888",NA,"cheshire (uk/england)","gb","changing"
"30204",NA,"chester","us","changing"
"12242",0001-01-20,"chicago","us","changing"
"14414",NA,"chicago","us","changing"
"51082",0005-06-20,"chicago","us","changing"
"69778",0007-04-20,"chicago","us","changing"
"77860",NA,"chicago","us","changing"
"81245",0009-11-20,"chicago","us","changing"
"661",0010-01-19,"chicopee","us","changing"
"11556",NA,"chillicothe","us","changing"
"21581",NA,"chillicothe","us","changing"
"41467",NA,"chillicothe","us","changing"
"2957",NA,"chilliwack (canada)","ca","changing"
"39070",0003-07-19,"chinook","us","changing"
"63964",NA,"clarkston","us","changing"
"13372",0011-02-20,"clarksville","us","changing"
"16228",0011-04-20,"clarksville","us","changing"
"41363",NA,"clarksville","us","changing"
"9102",0011-01-19,"clear lake","us","changing"
"52520",0006-01-19,"clements","us","changing"
"16587",NA,"clermont","us","changing"
"39367",0003-08-20,"clermont","us","changing"
"38551",0003-04-20,"cleveland","us","changing"
"63675",NA,"cleveland","us","changing"
"85372",NA,"cleveland","us","changing"
"35073",NA,"clinton/maroa (between)",NA,"changing"
"44583",0004-03-20,"clovis","us","changing"
"28443",0002-10-20,"coalville","us","changing"
"32821",0002-05-20,"cocoa","us","changing"
"44045",NA,"coeur d&#39alene","us","changing"
"18274",NA,"colby","us","changing"
"37296",NA,"colcord","us","changing"
"68188",0007-03-20,"colebrook","us","changing"
"74662",NA,"college fjord",NA,"changing"
"8813",0011-11-20,"college station","us","changing"
"17810",0011-08-20,"college station","us","changing"
"4791",NA,"colorado springs","us","changing"
"14103",NA,"colorado springs","us","changing"
"7511",0010-06-20,"columbia","us","changing"
"12247",0001-01-20,"columbia","us","changing"
"30538",NA,"columbia","us","changing"
"71151",0007-09-20,"columbia","us","changing"
"1306",0010-12-20,"columbus","us","changing"
"4274",NA,"columbus","us","changing"
"28660",0002-11-20,"columbus","us","changing"
"39267",0003-08-19,"columbus","us","changing"
"46845",NA,"columbus","us","changing"
"70378",0007-06-20,"columbus","us","changing"
"76404",NA,"columbus","us","changing"
"58996",NA,"commerce township",NA,"changing"
"87124",NA,"como","us","changing"
"1771",NA,"concord","us","changing"
"32755",0002-05-20,"concord","us","changing"
"19023",0012-11-20,"conrad","us","changing"
"3872",NA,"cookeville","us","changing"
"85818",NA,"cookeville","us","changing"
"4978",NA,"cooper city","us","changing"
"15223",NA,"copperas cove","us","changing"
"24507",NA,"copperas cove","us","changing"
"80408",0008-08-20,"cork (ireland)",NA,"changing"
"26395",0012-09-19,"cork (republic of ireland)",NA,"changing"
"66842",NA,"cornelius","us","changing"
"30891",NA,"cornell","us","changing"
"50450",0005-03-20,"corona del mar","us","changing"
"34148",0003-01-20,"corpus christi","us","changing"
"57149",NA,"corpus christi","us","changing"
"3468",NA,"corunna","us","changing"
"40061",0004-01-19,"costa mesa","us","changing"
"40610",NA,"costa mesa","us","changing"
"30786",NA,"cottage grove","us","changing"
"48041",NA,"cottage grove","us","changing"
"53415",0006-01-20,"cottage grove","us","changing"
"65964",NA,"cottage grove","us","changing"
"48958",NA,"cottonwood","us","changing"
"47270",NA,"council bluffs","us","changing"
"85444",NA,"coupeville","us","changing"
"61816",0007-01-20,"coventry","us","changing"
"35671",NA,"coventry (uk/england)","gb","changing"
"63929",NA,"coventry (uk/england)","gb","changing"
"63931",NA,"coventry (uk/england)","gb","changing"
"2767",NA,"covington","us","changing"
"60467",0006-08-20,"covington (on highway 64)","us","changing"
"83737",NA,"cozad","us","changing"
"52956",0006-01-19,"craig","us","changing"
"49069",NA,"crawfordville","us","changing"
"85489",NA,"crestline","us","changing"
"41650",NA,"crestview","us","changing"
"2782",NA,"crowley","us","changing"
"23918",NA,"crown point","us","changing"
"88452",0009-07-20,"crown point","us","changing"
"78725",NA,"crownpoint","us","changing"
"59630",0006-04-20,"crystal lake","us","changing"
"17893",0011-08-20,"crystal river","us","changing"
"60983",0007-10-20,"cumberland/ravensdale",NA,"changing"
"8666",0011-10-20,"cut off","us","changing"
"57297",NA,"cypress","us","changing"
"63969",NA,"cypress","us","changing"
"84034",NA,"cypress","us","changing"
"19466",NA,"dagsboro","us","changing"
"84388",NA,"dahab (sinai)",NA,"changing"
"88863",0009-09-20,"dahlonega","us","changing"
"30403",NA,"dallardsville","us","changing"
"32910",0002-06-20,"dallas","us","changing"
"45602",0004-09-20,"dallas","us","changing"
"43204",NA,"dallesport","us","changing"
"13811",NA,"damascus","us","changing"
"54014",NA,"dana point","us","changing"
"7108",0010-05-19,"daqing (china)",NA,"changing"
"37310",NA,"davenport","us","changing"
"70696",0007-07-20,"davenport","us","changing"
"25385",0012-06-19,"davie","us","changing"
"32048",NA,"davie","us","changing"
"83223",NA,"davie","us","changing"
"5005",NA,"davis","us","changing"
"31711",NA,"dayton","us","changing"
"42116",NA,"dayton","us","changing"
"4186",NA,"daytona beach","us","changing"
"57917",NA,"dayville","us","changing"
"20706",NA,"decatur","us","changing"
"49721",NA,"decatur","us","changing"
"57629",NA,"decatur","us","changing"
"69171",0007-04-20,"deer park","us","changing"
"67710",NA,"delaware","us","changing"
"50991",0005-06-19,"delhi","us","changing"
"12444",0001-01-20,"delhi (india)",NA,"changing"
"13346",0011-02-20,"deline (canada)","ca","changing"
"29561",NA,"deltona","us","changing"
"24654",0012-04-19,"deming","us","changing"
"24670",0012-04-19,"deming","us","changing"
"28697",0002-11-20,"deming","us","changing"
"45222",0004-07-20,"deming (somewhere near)","us","changing"
"36417",NA,"denton","us","changing"
"60119",0006-06-20,"denton","us","changing"
"182",0010-10-20,"denver","us","changing"
"4732",NA,"denver","us","changing"
"4995",NA,"denver","us","changing"
"15002",NA,"denver","us","changing"
"18621",NA,"denver","us","changing"
"21861",0012-02-20,"denver","us","changing"
"38560",0003-04-20,"denver","us","changing"
"41345",NA,"denver","us","changing"
"86334",NA,"denver","us","changing"
"40306",0004-01-20,"deptford",NA,"changing"
"37562",NA,"derry","us","changing"
"6566",NA,"derry (northern ireland)",NA,"changing"
"48779",NA,"des moines","us","changing"
"3444",NA,"diamond bar (on the 57)","us","changing"
"25986",0012-07-20,"dibrugarh (india)",NA,"changing"
"18812",0012-10-20,"dickensonville","us","changing"
"11522",NA,"dickinson","us","changing"
"11528",NA,"dickinson","us","changing"
"41360",NA,"dingmans ferry","us","changing"
"3171",NA,"dinosaur colorado",NA,"changing"
"353",0010-11-20,"dolgellau (uk/wales)","gb","changing"
"18835",0012-10-20,"dora","us","changing"
"38140",NA,"dorchester","us","changing"
"42023",NA,"dover","us","changing"
"67424",NA,"downers grove","us","changing"
"25777",NA,"doylestown","us","changing"
"55244",NA,"doylestown","us","changing"
"59460",0006-03-20,"doylestown","us","changing"
"82243",NA,"dubai (uae)",NA,"changing"
"37730",NA,"duluth","us","changing"
"20339",NA,"duncan","us","changing"
"62391",NA,"dungannon (northern ireland)",NA,"changing"
"8285",0001-10-20,"dunstable (uk/england)","gb","changing"
"76381",NA,"durant","us","changing"
"58709",NA,"durban (south africa)",NA,"changing"
"31226",NA,"durham","us","changing"
"31446",NA,"dutton","us","changing"
"63604",NA,"eagle butte","us","changing"
"3504",NA,"eagle rock","us","changing"
"74682",NA,"east chicago","us","changing"
"82488",NA,"east falmouth","us","changing"
"48794",NA,"east helena","us","changing"
"71414",0008-10-20,"east jordan","us","changing"
"26700",NA,"east meadow","us","changing"
"35994",NA,"east yorkshire (uk/england)",NA,"changing"
"69257",0007-04-20,"eastport","us","changing"
"44368",NA,"edenvale (johannesburg)  (south africa)",NA,"changing"
"51878",0006-10-20,"edinburgh (uk/scotland)","gb","changing"
"53611",0006-12-20,"edmonds","us","changing"
"56298",NA,"edmonton (canada)","ca","changing"
"51854",0006-10-20,"edwardsburg","us","changing"
"5399",NA,"edwardsville","us","changing"
"22703",NA,"el baul (venezuela)",NA,"changing"
"12365",0001-01-20,"el cajon","us","changing"
"2907",NA,"el dorado hills","us","changing"
"59779",0006-05-20,"el dorado hills","us","changing"
"34184",0003-01-20,"el paso","us","changing"
"36950",NA,"el paso","us","changing"
"38567",0003-04-20,"el paso","us","changing"
"54903",NA,"el paso","us","changing"
"60095",0006-06-20,"el paso","us","changing"
"22079",NA,"el reno","us","changing"
"68394",0007-03-20,"eldorado","us","changing"
"25679",NA,"elgin","us","changing"
"19607",0012-12-19,"elizabeth","us","changing"
"78690",NA,"elkins","us","changing"
"28676",0002-11-20,"elkton","us","changing"
"71366",0008-10-20,"elkton","us","changing"
"22443",NA,"elliot lake (canada)","ca","changing"
"26274",0012-08-20,"elmira","us","changing"
"28195",0001-08-20,"encinitas","us","changing"
"67799",NA,"enfield","us","changing"
"26031",NA,"englewood","us","changing"
"62454",NA,"englewood","us","changing"
"77571",NA,"ennis","us","changing"
"34437",0003-12-20,"erie","us","changing"
"34438",0003-12-20,"erie","us","changing"
"53782",NA,"erin",NA,"changing"
"56892",NA,"erin",NA,"changing"
"26451",NA,"ermelo (netherlands)",NA,"changing"
"36612",0003-02-20,"escondido","us","changing"
"82928",NA,"escondido","us","changing"
"72757",0008-12-20,"essex (canada)","ca","changing"
"74205",NA,"essex (canada)","ca","changing"
"82947",NA,"estacada (near)","us","changing"
"19805",NA,"etowah","us","changing"
"17393",NA,"eugene","us","changing"
"22754",NA,"eugene","us","changing"
"26979",NA,"eugene","us","changing"
"77632",NA,"eugene","us","changing"
"83363",NA,"eugene","us","changing"
"55218",NA,"euharlee","us","changing"
"48488",NA,"euless","us","changing"
"15772",NA,"eureka","us","changing"
"28868",0002-01-20,"eustis","us","changing"
"66726",NA,"evans","us","changing"
"38143",NA,"everett","us","changing"
"78384",NA,"everett","us","changing"
"84662",NA,"everett","us","changing"
"24795",NA,"exeter","us","changing"
"67501",NA,"exeter","us","changing"
"71544",0008-10-20,"exeter (uk/england)","gb","changing"
"2812",NA,"fairfax","us","changing"
"42280",NA,"fairfield (east of)","us","changing"
"5552",NA,"fairview","us","changing"
"21579",NA,"fairview","us","changing"
"39409",0003-08-20,"fairview","us","changing"
"35197",NA,"faisalabad (pakistan)",NA,"changing"
"39475",0003-09-20,"fakenham&#44 norfolk  (uk/england)",NA,"changing"
"85020",0009-02-20,"falcon","us","changing"
"46333",0005-01-20,"fallbrook","us","changing"
"22710",NA,"fallston","us","changing"
"49426",NA,"fargo","us","changing"
"46403",0005-01-20,"farmington","us","changing"
"49812",NA,"farmington","us","changing"
"55358",NA,"farmington hills","us","changing"
"63826",NA,"fayetteville","us","changing"
"68595",0007-04-19,"fayetteville","us","changing"
"81325",0009-11-20,"fayetteville","us","changing"
"85586",NA,"fayetteville","us","changing"
"86209",NA,"fayetteville","us","changing"
"70900",0007-08-20,"federal way","us","changing"
"76016",NA,"felton","us","changing"
"87024",NA,"felton","us","changing"
"75977",NA,"fenton","us","changing"
"20578",NA,"fergus/guelph (canada)",NA,"changing"
"15193",NA,"ferndale","us","changing"
"10338",NA,"finland",NA,"changing"
"1608",NA,"fishers","us","changing"
"15848",0011-03-20,"flagstaff","us","changing"
"53534",0006-12-20,"flint","us","changing"
"53547",0006-12-20,"flint","us","changing"
"83713",NA,"flint","us","changing"
"10139",NA,"floral city","us","changing"
"4919",NA,"florence","us","changing"
"51132",0005-06-20,"florence","us","changing"
"16666",NA,"florissant","us","changing"
"46460",0005-01-20,"flower mound","us","changing"
"11554",NA,"fontana","us","changing"
"66804",NA,"forest groce",NA,"changing"
"83090",NA,"forest hills","us","changing"
"73130",NA,"forest park","us","changing"
"45408",0004-08-20,"fort collins","us","changing"
"45409",0004-08-20,"fort collins","us","changing"
"67563",NA,"fort collins","us","changing"
"1256",0010-12-20,"fort mohave",NA,"changing"
"84260",NA,"fort mohave",NA,"changing"
"7958",0010-08-20,"fort myers","us","changing"
"45213",0004-07-20,"fort smith","us","changing"
"6304",NA,"fostoria","us","changing"
"12857",NA,"fountain hills","us","changing"
"48902",NA,"franklin","us","changing"
"64488",NA,"franklin","us","changing"
"74477",NA,"franklin","us","changing"
"74478",NA,"franklin","us","changing"
"9337",0011-01-20,"franklin park","us","changing"
"24572",0012-03-20,"fredericksburg","us","changing"
"81250",0009-11-20,"fredericksburg","us","changing"
"86116",NA,"fremont","us","changing"
"117",0010-10-20,"fresno","us","changing"
"7110",0010-05-19,"fresno","us","changing"
"69918",0007-05-20,"fresno","us","changing"
"73152",NA,"fresno","us","changing"
"83204",NA,"ft. myers","us","changing"
"41037",NA,"fullerton","us","changing"
"43265",NA,"fullerton","us","changing"
"71146",0007-09-20,"fullerton","us","changing"
"17278",0011-07-19,"fullerton (from&#44 spotted 20 deg. abovew horizon)","us","changing"
"87320",NA,"gadsden","us","changing"
"11027",NA,"gaffney","us","changing"
"12333",0001-01-20,"gainesville","us","changing"
"12342",0001-01-20,"gainesville","us","changing"
"37406",NA,"gainesville","us","changing"
"40246",0004-01-20,"gainesville","us","changing"
"10702",NA,"gaithersburg","us","changing"
"66597",NA,"galesburg","us","changing"
"36756",NA,"gallup","us","changing"
"84941",0009-02-19,"galva/victoria/oak run",NA,"changing"
"23599",NA,"galveston","us","changing"
"48146",NA,"galveston","us","changing"
"21255",0001-02-20,"garden city","us","changing"
"34974",NA,"garden grove","us","changing"
"16792",NA,"garfield","us","changing"
"66142",NA,"garland","us","changing"
"68891",0007-04-20,"garland","us","changing"
"72755",0008-12-20,"gaston","us","changing"
"53667",NA,"gaylordsville","us","changing"
"1192",0010-12-20,"georgetown","us","changing"
"57697",NA,"georgetown","us","changing"
"61362",0007-11-20,"georgetown","us","changing"
"71350",0008-10-19,"georgetown","us","changing"
"55175",NA,"gerber reservoir",NA,"changing"
"75621",NA,"gila bend","us","changing"
"61273",0007-11-20,"gila indian reservation &amp; s. chandler&#44 ocotillo area",NA,"changing"
"28031",0001-08-20,"gillette","us","changing"
"74343",NA,"gillispie (along u. s. border) (canada)",NA,"changing"
"14691",NA,"gilmer","us","changing"
"71085",0007-09-20,"gilroy","us","changing"
"13827",NA,"glasgow (uk/scotland)","gb","changing"
